Date Time,Day of Week,Street Name Cleaned,Cross Street Cleaned,Intersection_ID,Latitude,Longitude,Manner of Collision,First Harmful Event,Weather Condition 1,Weather Condition 2,Ambient Light,Road Surface Condition,Traffic Control Device Type,Traffic Control Device Functionality,Roadway Junction Type,Trafficway Description,Speed Limit,Object 1,Object 2,P1 Injury,P2 Injury,P1 Age,P2 Age,P1 Sex,P2 Sex,May involve cyclist,May Involve Pedestrian,P1 Non Motorist Desc,P2 Non Motorist Desc,Year,Month,Day,Hour,Day_of_Week_Num,Is_Weekend,Is_Rush_Hour,Season
2023-03-29 09:47:00,Wednesday,WINDSOR ST,,WINDSOR ST,42.36455,-71.09636,"SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,3,29,9,2,False,True,Spring
2023-03-28 09:24:00,Tuesday,KIRKLAND ST,,KIRKLAND ST,42.37803,-71.10755,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,RAIN                                              ,,DAYLIGHT                                          ,WET                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,3,28,9,1,False,True,Spring
2023-03-24 19:30:00,Friday,MASSACHUSETTS AVENUE,CHURCH STREET,CHURCH STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,UNKNOWN                                           ,,UNKNOWN                                           ,UNKNOWN                                           ,NO CONTROLS                                       ,,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",25 ,,,SUSPECTED SERIOUS INJURY                          ,,,,UNKNOWN                                           ,,1.0,,CYCLIST                                           ,,2023,3,24,19,4,False,False,Spring
2023-03-11 07:30:00,Saturday,CONCORD AVENUE,,CONCORD AVENUE,42.3878,-71.14272,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,UNKNOWN                                           ,,UNKNOWN                                           ,UNKNOWN                                           ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,,,,MALE                                              ,,1.0,,CYCLIST                                           ,,2023,3,11,7,5,True,True,Spring
2023-02-19 09:40:00,Sunday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.35937,-71.09462,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,2,19,9,6,True,True,Winter
2023-02-18 22:50:00,Saturday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.36487,-71.10282,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,2,18,22,5,True,False,Winter
2023-02-14 10:20:00,Tuesday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37115,-71.08077,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,2,14,10,1,False,False,Winter
2023-02-08 09:24:00,Wednesday,MASSACHUSETTS AVENUE,ALBANY STREET,ALBANY STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLOUDY                                            ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,2,8,9,2,False,True,Winter
2023-01-31 17:57:00,Tuesday,CONCORD AVENUE,,CONCORD AVENUE,42.385085999999994,-71.136968,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,SNOW                                              ,,DAYLIGHT                                          ,SNOW                                              ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,CYCLIST                                           ,,2023,1,31,17,1,False,True,Winter
2023-01-11 18:26:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.36533,-71.10359,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2023,1,11,18,2,False,True,Winter
2022-12-08 18:52:00,Thursday,BINNEY STREET,FIRST STREET,BINNEY STREET_AND_FIRST STREET,42.36507624884,-71.0796976089,HEAD ON                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",20 ,,,SUSPECTED MINOR INJURY                            ,,,,MALE                                              ,,1.0,,CYCLIST                                           ,,2022,12,8,18,3,False,True,Winter
2022-12-03 02:12:00,Saturday,HAMPSHIRE STREET,,HAMPSHIRE STREET,42.37163,-71.09829,HEAD ON                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DARK - ROADWAY NOT LIGHTED                        ,DRY                                               ,STOP SIGNS                                        ,YES                                               ,UNKNOWN                                           ,"ONE-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,12,3,2,5,True,False,Winter
2022-11-22 16:00:00,Tuesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.39522,-71.12777,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2022,11,22,16,1,False,True,Fall
2022-11-18 10:37:00,Friday,MASSACHUSETTS AVENUE,PORTER RD,MASSACHUSETTS AVENUE_AND_PORTER RD,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,11,18,10,4,False,False,Fall
2022-11-15 17:45:00,Tuesday,MASSACHUSETTS AVENUE,LEE STREET,LEE STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DUSK                                              ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,11,15,17,1,False,True,Fall
2022-11-11 05:10:00,Friday,MASSACHUSETTS AVENUE,DOVER STREET,DOVER STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,UNKNOWN                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,UNKNOWN                                           ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,,,,UNKNOWN                                           ,,1.0,,CYCLIST                                           ,,2022,11,11,5,4,False,False,Fall
2022-11-09 09:50:00,Wednesday,APPIAN WAY,,APPIAN WAY,42.37552,-71.12153,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,,,,MALE                                              ,,1.0,,,,2022,11,9,9,2,False,True,Fall
2022-11-08 18:36:00,Tuesday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37209,-71.08811,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DUSK                                              ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,11,8,18,1,False,True,Fall
2022-11-06 15:51:00,Sunday,ALEWIFE BROOK PKWY,,ALEWIFE BROOK PKWY,42.39021,-71.14201,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2022,11,6,15,6,True,False,Fall
2022-10-28 01:53:00,Friday,"HARVARD STREET CAMBRIDGE, MA",,"HARVARD STREET CAMBRIDGE, MA",42.36953,-71.10522,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,,,,FEMALE                                            ,UNKNOWN                                           ,1.0,,CYCLIST                                           ,,2022,10,28,1,4,False,False,Fall
2022-10-26 09:22:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.40035,-71.13471,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,WET                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,,,,MALE                                              ,MALE                                              ,1.0,,,,2022,10,26,9,2,False,True,Fall
2022-10-24 12:00:00,Monday,JFK STREET,,JFK STREET,42.37203571428571,-71.12059857142857,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,UNKNOWN                                           ,UNKNOWN                                           ,UNKNOWN                                           ,UNKNOWN                                           ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,UNKNOWN                                           ,25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,,16.0,,MALE                                              ,,1.0,,CYCLIST                                           ,,2022,10,24,12,0,False,False,Fall
2022-10-21 13:18:00,Friday,JFK,,JFK,42.37201,-71.12063,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,,,,MALE                                              ,FEMALE                                            ,1.0,,,,2022,10,21,13,4,False,False,Fall
2022-10-20 11:48:00,Thursday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.35864,-71.0933,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,MALE                                              ,FEMALE                                            ,1.0,,,,2022,10,20,11,3,False,False,Fall
2022-10-17 09:32:00,Monday,BROADWAY,,BROADWAY,42.36412,-71.08794,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLOUDY                                            ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,,NO APPARENT INJURY                                ,,,FEMALE                                            ,MALE                                              ,1.0,,,,2022,10,17,9,0,False,True,Fall
2022-10-12 10:54:00,Wednesday,VASSAR ST,,VASSAR ST,42.36141,-71.09227,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2022,10,12,10,2,False,False,Fall
2022-10-09 21:12:00,Sunday,ALEWIFE BROOK PKWY,,ALEWIFE BROOK PKWY,42.39021,-71.14201,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,,,,MALE                                              ,UNKNOWN                                           ,1.0,,,,2022,10,9,21,6,True,False,Fall
2022-09-26 14:16:00,Monday,HAMPSHIRE STREET,,HAMPSHIRE STREET,42.36717,-71.09284,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,UNKNOWN                                           ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",MA ,PASSENGER CAR                                     ,,UNKNOWN                                           ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,,2022,9,26,14,0,False,False,Fall
2022-09-16 19:11:00,Friday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37230041666667,-71.08960208333333,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,NO                                                ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,9,16,19,4,False,False,Fall
2022-09-01 17:43:00,Thursday,MASSACHUSETTS AVENUE,BEECH STREET,BEECH STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,PASSENGER CAR                                     ,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,,2022,9,1,17,3,False,True,Fall
2022-08-31 22:37:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.3656,-71.10235,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,8,31,22,2,False,False,Summer
2022-08-19 19:53:00,Friday,MASSACHUSETTS AVENUE,DAVENPORT ST,DAVENPORT ST_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DUSK                                              ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,,2022,8,19,19,4,False,False,Summer
2022-08-18 10:54:00,Thursday,MASSACHUSETTS AVENUE,WALDEN STREET,MASSACHUSETTS AVENUE_AND_WALDEN STREET,42.369333,-71.11075,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,25.0,24.0,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,8,18,10,3,False,False,Summer
2022-08-02 17:20:00,Tuesday,MASSACHUSETTS AVENUE,WALDEN STREET,MASSACHUSETTS AVENUE_AND_WALDEN STREET,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,,,,MALE                                              ,MALE                                              ,1.0,,CYCLIST                                           ,,2022,8,2,17,1,False,True,Summer
2022-07-29 19:51:00,Friday,MASSACHUSETTS AVENUE,DOUGLAS STREET,DOUGLAS STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,NO APPARENT INJURY                                ,25.0,54.0,MALE                                              ,FEMALE                                            ,1.0,1.0,CYCLIST                                           ,,2022,7,29,19,4,False,False,Summer
2022-07-26 18:30:00,Tuesday,WORCESTER STREET,,WORCESTER STREET,42.36661,-71.09897,REAR-END                                          ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,26,18,1,False,True,Summer
2022-07-26 14:45:00,Tuesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.39006,-71.12067,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,26,14,1,False,False,Summer
2022-07-24 14:04:00,Sunday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.36579,-71.10281,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,24,14,6,True,False,Summer
2022-07-23 17:49:00,Saturday,MAIN STREET,,MAIN STREET,42.36295,-71.09319,HEAD ON                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,UNKNOWN                                           ,,,MALE                                              ,FEMALE                                            ,1.0,,,,2022,7,23,17,5,True,True,Summer
2022-07-21 21:01:00,Thursday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.39841,-71.13142,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,21,21,3,False,False,Summer
2022-07-17 20:05:00,Sunday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.38336,-71.11954,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,UNKNOWN                                           ,,,FEMALE                                            ,MALE                                              ,1.0,,CYCLIST                                           ,,2022,7,17,20,6,True,False,Summer
2022-07-08 18:08:00,Friday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37544081818183,-71.11253827272726,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,8,18,4,False,True,Summer
2022-07-06 21:30:00,Wednesday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37043,-71.0758,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,6,21,2,False,False,Summer
2022-07-04 23:16:00,Monday,MASSACHUSETTS AVENUE,BEECH STREET,BEECH STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2022,7,4,23,0,False,False,Summer
2022-06-29 06:43:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.365,-71.10302,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",20 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,,2022,6,29,6,2,False,False,Summer
